generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.032,0,0.005,0
10000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.537696,-0.0559807,0.129799,0
10000,Arctocephalus_australis,Zalophus_californianus,20.0813,0.342679,0.0136246,0.0189473,0
10000,Valenictus_chulavistensis,Pontolis_magnus,19.1648,0.404475,-0.00418052,0.762743,0
20000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.510958,-0.0421954,0.135981,0
20000,Valenictus_chulavistensis,Pontolis_magnus,18.562,0.452502,0.0555004,0.729553,0
30000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.333323,-0.0310089,0.133483,0
30000,Pusa_caspica,Cystophora_cristata,14.93,0.295563,-0.0558272,0.0109544,0
30000,Valenictus_chulavistensis,Imagotaria_downsi,19.5152,0.860343,-0.0932996,0.444541,0
40000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.540423,-0.0623161,0.234573,0
40000,Hydrurga_leptonyx,Mirounga_angustirostris,21.6578,0.94777,0.0444023,0.0391426,0
40000,Hydrurga_leptonyx,Mirounga_angustirostris,22.0335,0.434545,-0.0645377,0.0720261,0
40000,Pusa_caspica,Cystophora_cristata,17.9925,0.161057,-0.0021135,0.0258885,0
40000,Pusa_caspica,Cystophora_cristata,19.9199,0.182243,0.0399576,0.0114098,0
40000,Arctocephalus_australis,Zalophus_californianus,20.7358,0.352937,-0.0316558,0.142617,0
40000,Valenictus_chulavistensis,Titanotaria_orangensis,15.0778,0.645016,-0.00206968,0.588425,0
40000,Valenictus_chulavistensis,Odobenidae_gen_et_spec_indet_LACM_135920,8.77516,0.63469,-0.105761,0.338116,0
50000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.38166,-0.0489792,0.171082,0
50000,Pusa_caspica,Cystophora_cristata,19.6499,0.236227,3.51044e-06,0.0409008,0
50000,Arctocephalus_australis,Callorhinus_gilmorei,19.1976,0.277478,-0.010865,0.0414549,0
50000,Valenictus_chulavistensis,Pontolis_magnus,18.8309,1.5933,-0.102144,0.848522,0
