generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
2840000,1,3.88527,-811.897,0.00500476,2.04528,0.345621
2850000,1,-0.157798,-810.759,0.033388,2.1042,0.333
2860000,1,2.97899,-810.903,0.0161109,2.0653,0.331
2870000,1,2.91284,-814.546,0.0347816,2.04291,0.3315
2880000,1,4.93702,-811.516,0.00457438,2.04268,0.348143
2890000,1,3.62126,-810.924,0.0157922,2.0839,0.352
2900000,1,4.74633,-818.646,0.00736784,1.9857,0.348632
2910000,1,1.09395,-813.291,0.0430352,2.10395,0.329
2920000,1,3.1594,-812.241,0.019703,2.07895,0.321
2930000,1,0.833087,-812.263,0.0265018,2.15651,0.348
2940000,1,3.5664,-812.683,0.0154289,2.0769,0.337
2950000,1,3.3775,-813.154,0.0268268,2.02427,0.348
2960000,1,1.2049,-812.901,0.0427567,2.07038,0.326655
2970000,0,4.12608,-827.712,0.0101546,2.11192,0.292
2980000,1,4.19409,-811.215,0.00863723,2.09533,0.377
2990000,1,4.0214,-813.731,0.0219683,2.03676,0.332
3000000,1,1.48038,-812.193,0.0413021,2.05793,0.34975
3010000,1,-1.88904,-813.24,0.0535999,1.95858,0.361
3020000,1,4.23968,-814.888,0.0114021,2.23923,0.379
3030000,1,2.56861,-812.347,0.0157842,2.12913,0.348
3040000,1,6.01389,-814.692,0.00614974,2.06226,0.357125
3050000,1,3.79207,-812.662,0.00940882,2.04567,0.324
3060000,1,3.77595,-812.36,0.011138,2.03856,0.3472
3070000,2,3.4371,-810.122,0.0411557,2.05716,0.3445
3080000,1,3.11558,-814.011,0.0118988,2.07773,0.332
3090000,1,5.62154,-812.734,0.00353398,2.11909,0.345778
3100000,1,3.53677,-814.921,0.0218345,2.13543,0.365
3110000,1,1.62882,-810.164,0.0221658,2.12491,0.375
3120000,1,3.73308,-814.823,0.0222959,1.97546,0.344462
3130000,1,6.18912,-817.163,0.0073272,2.04161,0.376
3140000,1,4.13133,-810.97,0.00805396,2.01996,0.34625
3150000,1,3.52158,-811.12,0.00716309,1.99465,0.3635
3160000,1,3.67077,-811.759,0.0109879,2.06949,0.326
3170000,0,4.16718,-826.546,0.00839978,2.12878,0.181
3180000,1,2.07153,-812.55,0.0381103,1.9819,0.341
3190000,0,3.18308,-826.966,0.0214842,2.07684,0.299
3200000,1,5.43786,-815.034,0.00518925,1.93913,0.335
3210000,1,3.12346,-812.507,0.0121212,2.12762,0.351
3220000,1,-0.473734,-815.282,0.0458091,2.02722,0.3418
3230000,1,4.03933,-811.675,0.0116075,2.15396,0.331
3240000,1,4.1058,-816.2,0.0191875,2.15159,0.357
3250000,1,2.45561,-813.89,0.0126485,2.04996,0.345
3260000,1,2.78739,-817.481,0.0203779,2.10865,0.342
3270000,1,0.885255,-813.368,0.0359445,2.09793,0.352
3280000,1,2.0993,-812.263,0.0332339,2.18685,0.354
3290000,1,4.44795,-813.046,0.00498963,2.09485,0.3485
3300000,1,2.79349,-813.57,0.0119395,2.08744,0.355
3310000,2,-0.643967,-813.287,0.0604226,2.00801,0.348857
3320000,1,5.59646,-811.491,0.000702404,2.07667,0.333
3330000,1,3.98106,-812.008,0.0139175,2.12232,0.357
3340000,1,5.26333,-813.118,0.0055722,2.0326,0.3368
3350000,1,3.81705,-812.128,0.00768786,2.09211,0.3504
3360000,1,4.05126,-811.989,0.0103996,2.12205,0.3715
3370000,1,1.87579,-811.575,0.0308153,2.05656,0.348833
3380000,1,4.73953,-815.163,0.00743513,2.02634,0.36325
3390000,1,3.83209,-814.303,0.0103894,2.16736,0.371
3400000,1,1.66895,-812.046,0.0152928,2.0921,0.341667
3410000,1,3.98967,-812.56,0.0142735,2.09093,0.343
3420000,1,3.29008,-820.425,0.00551733,1.89011,0.296
3430000,1,2.19381,-812.066,0.0031568,2.16915,0.363
3440000,2,1.48592,-810.375,0.0356179,2.15709,0.365
3450000,1,3.51833,-814.807,0.013206,2.20403,0.320333
3460000,1,1.16042,-814.093,0.0350937,2.18206,0.364
3470000,1,3.80289,-811.939,0.00514456,1.98329,0.3476
3480000,1,3.91092,-814.578,0.00911838,2.13143,0.358
3490000,1,5.24258,-813.962,0.00424609,2.04728,0.3526
3500000,1,2.41818,-818.805,0.0280539,2.17676,0.36025
3510000,1,4.0795,-811.727,0.00736028,2.03451,0.33
3520000,1,1.53518,-812.704,0.0279349,2.05019,0.269
3530000,2,1.96094,-807.223,0.0216759,2.16649,0.341
3540000,1,4.14289,-815.627,0.00835827,2.05492,0.343
3550000,1,1.35316,-813.643,0.0434956,2.07863,0.328
3560000,1,4.34544,-810.684,0.0074676,2.0989,0.3582
3570000,1,4.91808,-812.217,0.00145991,2.17111,0.34325
3580000,1,3.07466,-815.812,0.0139222,2.03865,0.351
3590000,1,3.33493,-813.191,0.0215091,2.04754,0.350857
3600000,1,1.98977,-813.027,0.0251638,2.10276,0.359333
3610000,1,-2.04654,-809.706,0.0395678,2.06094,0.337
3620000,1,4.45982,-813.7,0.00637093,2.02275,0.418
3630000,1,4.47274,-813.615,0.00455775,2.06226,0.345
3640000,1,4.10967,-813.055,0.0122428,2.18491,0.328
3650000,1,1.56504,-811.564,0.0439395,2.0775,0.353
3660000,1,2.605,-812.234,0.0110066,2.12144,0.345
3670000,1,5.16262,-815.128,0.00776898,2.07991,0.352344
3680000,1,3.69392,-811.434,0.0114521,2.03891,0.346333
3690000,1,0.513075,-809.919,0.0351009,2.03866,0.346273
3700000,1,-1.65355,-811.667,0.0571072,2.08904,0.305
3710000,1,4.18386,-816.217,0.02226,2.08354,0.376
3720000,1,1.18877,-813.236,0.0265395,2.1113,0.344
3730000,1,3.49511,-814.812,0.0131624,2.11082,0.349
3740000,1,5.86646,-815.006,0.00406825,2.01376,0.361
3750000,1,3.69074,-813.442,0.0102411,1.94584,0.347
3760000,1,4.48514,-810.946,0.00566576,2.06765,0.3535
3770000,1,4.09834,-812.435,0.0118714,2.02612,0.3422
3780000,1,4.72667,-811.142,0.00440898,1.98572,0.346
3790000,0,5.47763,-826.113,0.000733505,2.00146,0.336375
3800000,1,4.88136,-811.377,0.00897375,2.1325,0.345
3810000,1,4.36624,-822.975,0.0113537,1.93253,0.356
3820000,1,2.93268,-815.154,0.0254723,2.13276,0.37
3830000,1,2.47751,-812.869,0.0329415,2.163,0.336667
3840000,1,2.28139,-813.025,0.0202982,2.14096,0.348
3850000,1,3.28646,-812.714,0.0187423,2.04912,0.350778
3860000,1,4.64832,-817.055,0.0137424,2.14619,0.343
3870000,1,2.90976,-812.796,0.0101339,2.05705,0.367
3880000,1,3.70912,-810.367,0.0140317,2.07363,0.3565
3890000,1,1.01871,-811.405,0.039292,2.11096,0.3555
3900000,1,3.32664,-814.483,0.0250021,2.18721,0.344667
3910000,1,3.45071,-810.961,0.00961839,2.06255,0.32
3920000,1,3.64063,-810.837,0.0045913,2.08812,0.3382
3930000,1,2.79621,-812.569,0.0157662,1.97369,0.354167
3940000,1,3.13417,-812.974,0.0233586,2.16237,0.371
3950000,1,6.09462,-816.202,0.00215969,2.10267,0.352
3960000,1,3.04305,-811.529,0.0122469,1.98819,0.323
3970000,1,4.78578,-814.275,0.00881415,2.06342,0.377
3980000,1,4.09584,-813.505,0.0156928,2.13366,0.349
3990000,1,-2.65832,-812.23,0.089804,2.09868,0.358
4000000,1,3.76176,-815.623,0.021524,2.19514,0.316
4010000,1,1.54199,-813.556,0.0369719,2.18476,0.352333
4020000,1,4.46296,-811.972,0.00722057,2.0812,0.347333
4030000,1,3.62087,-815.521,0.0161012,1.91766,0.35
4040000,1,3.00333,-812.779,0.0118297,2.14757,0.35125
4050000,1,5.43767,-812.252,0.00346108,2.11277,0.289
4060000,1,4.199,-812.256,0.0136186,2.07956,0.345333
4070000,1,3.81876,-812.369,0.00330292,2.01674,0.308571
4080000,1,2.61079,-810.835,0.015279,2.09135,0.346333
4090000,1,0.803668,-813.269,0.029757,2.19032,0.365
4100000,1,3.81231,-812.452,0.00995437,2.15833,0.342583
4110000,1,0.0149096,-815.519,0.0259211,2.04668,0.3408
4120000,1,1.92442,-816.263,0.0315509,1.96603,0.346
4130000,1,2.96985,-812.815,0.013749,2.08539,0.365
4140000,1,3.88248,-812.098,0.0183681,2.11925,0.341
4150000,1,3.93496,-812.438,0.0179576,2.10354,0.336333
4160000,1,3.6278,-810.64,0.0101716,2.1066,0.362
4170000,1,3.19617,-812.799,0.0243899,2.00702,0.36
4180000,1,-0.775748,-811.59,0.0438112,2.11747,0.34
4190000,1,-1.12856,-817.756,0.0245061,2.07939,0.338
4200000,1,2.04043,-815.884,0.0292931,2.04842,0.329
4210000,1,4.14131,-811.262,0.0107847,2.13139,0.358
4220000,1,4.52501,-813.153,0.00726473,2.06746,0.321
4230000,1,2.0384,-815.193,0.0352374,1.97881,0.348182
4240000,1,2.20833,-812.51,0.0140051,2.15612,0.368
4250000,1,3.80701,-815.564,0.0107863,1.91022,0.352
4260000,1,2.15622,-811.842,0.02576,2.05073,0.345
4270000,1,-0.602591,-812.995,0.0398984,2.01158,0.338333
4280000,1,5.74454,-815.427,0.0034091,1.93209,0.335667
4290000,1,3.84564,-813.595,0.0213999,1.99133,0.347778
4300000,1,4.61936,-813.613,0.00320397,2.15162,0.337
4310000,1,4.04114,-810.883,0.0163732,2.12157,0.355
4320000,1,3.22306,-811.857,0.0210018,2.03431,0.346
4330000,1,-0.371089,-812.983,0.0435178,2.1401,0.3366
4340000,1,3.86305,-813.614,0.0175743,2.09478,0.395
4350000,1,0.895695,-812.727,0.0256118,2.02779,0.353
4360000,1,-0.290523,-813.154,0.0584979,2.02198,0.351667
4370000,1,-1.19467,-814.054,0.0488627,2.095,0.3278
4380000,1,3.55672,-812.77,0.00637724,2.02225,0.368
4390000,1,1.78847,-810.486,0.0109639,2.12448,0.339
4400000,1,1.60561,-810.432,0.0248208,2.11734,0.35
4410000,1,5.3452,-814.481,0.0053218,2.17349,0.331684
4420000,1,3.55935,-811.849,0.0181337,2.05458,0.337571
4430000,1,3.08743,-813.887,0.0229091,2.12606,0.355
