generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.032,0,0.005,0
10000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.20328,-0.0187513,0.0900844,0
10000,Odobenus_rosmarus,Pelagiarctos_sp_SDNHM_131041,13.5653,0.300915,0.0620856,0.275843,0
20000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.271785,-0.0207932,0.134245,0
30000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.261336,-0.0148341,0.143779,0
40000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.351712,-0.0286332,0.132661,0
50000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.371394,-0.032541,0.114951,0
60000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.213521,-0.00621992,0.141774,0
70000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.207572,-0.0130786,0.124626,0
70000,Odobenus_rosmarus,Imagotaria_downsi,19.5358,0.573816,-0.0281,0.397094,0
80000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.264579,-0.0187091,0.147479,0
90000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.251475,-0.014803,0.119343,0
100000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.339087,-0.0413412,0.0893098,0
100000,Odobenus_rosmarus,Odobenidae_gen_et_spec_indet_LACM_135920,9.16906,0.48262,-0.0674979,0.299188,0
110000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.296263,-0.029664,0.144979,0
120000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.23295,-0.0142181,0.131294,0
130000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.360884,-0.0322358,0.122291,0
140000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.264917,-0.0202044,0.131427,0
140000,Odobenus_rosmarus,Odobenidae_gen_et_spec_indet_LACM_135920,9.5225,0.314498,-0.0330654,0.163092,0
150000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.191414,-0.0140329,0.114158,0
150000,Odobenus_rosmarus,Pseudotaria_muramotoi,12.5172,0.295766,-0.0132235,0.178867,0
160000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.586699,-0.0581841,0.133721,0
