generation,N_shifts,logPrior,logLik,eventRate,preservationRate,acceptRate
0,0,3.31122,-3343.78,0.1,0.1,0
10000,1,3.20401,-718.217,0.0670766,2.15986,0.336
20000,0,2.79376,-722.1,0.0863943,2.15201,0.255667
30000,0,2.85381,-723.274,0.0872316,2.1648,0.297
40000,0,2.71589,-722.78,0.070956,2.14717,0.223857
50000,0,0.602563,-722.987,0.274452,2.07313,0.222538
60000,0,3.13174,-723.53,0.0721505,2.08277,0.243667
70000,1,3.29816,-717.035,0.0996664,2.19902,0.382
80000,0,3.43223,-727.58,0.0243064,2.3164,0.274
90000,0,2.59364,-722.188,0.118081,2.12724,0.208
100000,1,-0.670356,-717.282,0.34178,2.22477,0.224
110000,0,1.36562,-722.6,0.210123,2.11382,0.23175
120000,0,3.76679,-723.071,0.00222321,2.03574,0.173
130000,0,1.78241,-722.236,0.157537,2.10748,0.254
140000,1,3.90223,-719.664,0.0822553,2.1759,0.361
150000,1,2.19512,-719.341,0.301819,2.07742,0.245
160000,1,-1.29607,-719.732,0.277355,2.12238,0.37675
170000,1,4.43282,-719.94,0.0115729,2.17134,0.305667
180000,0,3.12841,-723.172,0.0715845,2.07458,0.207
190000,0,2.96497,-722.814,0.067124,2.06767,0.213
200000,0,1.61746,-724.791,0.206597,2.20497,0.263
210000,0,3.39051,-724.339,0.0264704,2.15052,0.21
220000,0,2.55433,-723.87,0.105279,1.99887,0.232
230000,0,2.99863,-723.589,0.0841365,2.17103,0.193
240000,0,3.47307,-722.066,0.0110882,2.0947,0.216
250000,0,2.78866,-722.769,0.0298378,2.06023,0.207
260000,0,2.78058,-723.646,0.00494434,2.17022,0.234
270000,0,2.05125,-722.935,0.183149,2.12637,0.181
280000,1,3.00861,-716.753,0.120115,2.0519,0.204
290000,1,1.0765,-717.267,0.215026,2.0776,0.294
300000,2,1.93703,-710.9,0.176931,2.17464,0.301
310000,1,1.22257,-717.456,0.125342,2.02583,0.368
320000,1,-0.623812,-717.509,0.132506,2.21742,0.205333
330000,0,2.53363,-724.105,0.0642672,2.13651,0.210333
340000,1,2.58787,-718.448,0.156653,2.06993,0.282
350000,0,3.11659,-724.454,0.0314232,2.01298,0.1975
360000,2,3.39929,-713.298,0.165377,2.19021,0.362
370000,0,3.65745,-724.884,0.025937,2.15495,0.202
380000,1,1.02075,-720.291,0.0270187,2.03543,0.272
390000,0,2.80216,-723.411,0.0552276,2.0467,0.222
400000,0,3.24447,-722.488,0.0326006,2.13633,0.19725
410000,1,3.30612,-716.247,0.0263409,2.12122,0.2554
420000,1,3.12437,-719.963,0.0199115,2.1135,0.351
430000,0,3.48797,-721.757,0.0163152,2.10871,0.191
440000,0,3.66087,-722.781,0.00616293,2.14766,0.234
450000,0,0.836145,-725.061,0.18977,2.0283,0.25175
460000,1,-0.318473,-714.222,0.0893408,2.11782,0.299
470000,0,3.40832,-725.72,0.00750317,2.20269,0.2
480000,0,3.09718,-721.758,0.0454246,2.13812,0.241
490000,0,3.51747,-724.976,0.0431528,2.08886,0.189
500000,0,3.2162,-723.618,0.0495108,2.08353,0.275786
510000,1,2.14073,-716.457,0.232942,2.07256,0.363
520000,0,3.31896,-727.192,0.00384998,2.05662,0.269
530000,1,1.56377,-719.157,0.149896,2.16271,0.326
540000,1,2.78159,-721.869,0.116129,2.08176,0.355
550000,0,2.9689,-722.294,0.0618883,2.08577,0.178
560000,0,3.1562,-731.417,0.0891592,2.21145,0.276
570000,0,2.77158,-723.031,0.059707,2.14478,0.214875
580000,0,2.84892,-722.597,0.0749372,2.20068,0.267
590000,1,2.10549,-714.824,0.216378,2.06213,0.362
600000,0,3.24221,-727.425,0.0304972,2.18185,0.268
610000,0,3.25488,-722.675,0.0333236,2.05645,0.2322
620000,0,3.17686,-722.403,0.0136658,2.08182,0.208
630000,0,1.17221,-723.867,0.273672,2.08464,0.226
640000,1,2.4333,-720.826,0.202751,2.20977,0.342
650000,1,3.1201,-716.391,0.141261,2.1199,0.2498
660000,1,1.65417,-719.088,0.137881,1.99605,0.268
670000,0,1.72887,-722.38,0.205877,2.15098,0.2445
680000,0,2.48364,-722.111,0.0713551,2.10776,0.280941
690000,0,3.08957,-723.057,0.0604064,2.18405,0.335
700000,0,2.95613,-724.378,0.0819415,2.10954,0.194
710000,0,3.18279,-722.186,0.060148,2.1111,0.21175
720000,0,3.50679,-723.628,0.0150876,2.19874,0.19
730000,0,1.81685,-722.248,0.164623,2.10194,0.336
740000,0,2.73291,-723.87,0.100889,2.19754,0.241857
750000,1,1.68687,-718.062,0.13936,2.08226,0.289125
760000,1,1.93694,-715.814,0.181129,2.09456,0.374
770000,0,2.66759,-723.029,0.0434882,2.18298,0.215
780000,1,2.3559,-717.069,0.268969,2.09056,0.3008
790000,1,2.15144,-720.486,0.246157,2.1877,0.315
800000,1,1.90613,-716.718,0.147375,2.15108,0.280625
810000,0,3.02501,-723.863,0.0173251,2.07712,0.187
820000,0,3.35374,-722.338,0.0352844,2.09738,0.227591
830000,1,3.57299,-715.691,0.110053,2.12495,0.372
840000,0,2.03,-725.301,0.117151,2.09521,0.186
850000,1,2.76325,-720.716,0.146157,2.008,0.267111
860000,0,1.75626,-721.944,0.194298,2.09228,0.298909
870000,0,3.16718,-724.407,0.00919782,2.24503,0.298
880000,0,1.69912,-722.546,0.180312,2.12393,0.2432
890000,0,2.42395,-723.364,0.12803,2.13181,0.234636
900000,1,3.13,-717.392,0.014684,2.17569,0.265667
910000,0,1.30172,-724.658,0.128544,2.0815,0.182
920000,0,1.77098,-724.166,0.203009,2.19592,0.236
930000,1,1.93016,-717.665,0.236665,2.01141,0.297
940000,0,1.90536,-723.084,0.18644,2.05174,0.185
950000,1,3.50771,-721.329,0.154892,2.14818,0.291
960000,1,0.0602896,-716.986,0.377858,2.08182,0.319263
970000,1,3.21112,-715.471,0.069904,2.13353,0.329556
980000,0,2.92238,-723.876,0.0769424,2.09518,0.292
990000,0,3.22275,-722.5,0.00341766,2.13049,0.202
1000000,0,3.24056,-725.06,0.0675627,2.0599,0.29
1010000,1,3.21469,-719.378,0.122424,2.18688,0.364
1020000,0,1.98659,-726.991,0.177117,2.09657,0.2075
1030000,1,2.60989,-718.214,0.147423,2.28276,0.368
1040000,1,0.195316,-716.585,0.437618,2.05781,0.371
1050000,0,-1.45789,-723.457,0.533456,2.16149,0.27145
1060000,0,3.26547,-722.276,0.0201128,2.06889,0.272
1070000,0,2.36393,-723.439,0.0497805,2.08744,0.206
1080000,0,1.65097,-722.046,0.198846,2.14642,0.199
1090000,0,3.49215,-723.889,0.00646319,2.03028,0.290857
1100000,1,3.08742,-718.827,0.160759,2.0574,0.2755
1110000,0,1.94935,-722.704,0.17598,2.13905,0.2825
1120000,0,3.42068,-723.343,0.0492753,2.11729,0.2508
1130000,1,0.5133,-718.439,0.264784,2.03174,0.315333
1140000,1,2.30984,-716.335,0.148666,2.08725,0.214
1150000,1,3.41911,-723.207,0.133791,1.98236,0.30325
1160000,1,-0.620896,-713.578,0.221629,2.17633,0.23
1170000,0,2.3772,-726.58,0.148709,2.20596,0.369
1180000,0,3.52625,-722.215,0.0243425,2.13417,0.290667
1190000,2,0.627541,-716.671,0.533319,2.17771,0.318
1200000,1,2.81528,-721.07,0.181665,1.98962,0.271944
1210000,1,-1.23158,-717.147,0.382238,2.04006,0.320667
1220000,0,2.71835,-728.942,0.00701979,2.24652,0.2677
1230000,1,3.07554,-717.042,0.0719937,2.1806,0.358
1240000,1,2.12682,-715.664,0.0782031,2.15836,0.358
1250000,0,3.1857,-724.799,0.0551159,2.22523,0.25075
1260000,0,3.49536,-723.187,0.00188068,2.02777,0.203
1270000,0,3.32724,-725.396,0.00755206,2.13537,0.198
1280000,1,0.580851,-716.899,0.23374,2.11403,0.355
1290000,0,2.21941,-723.068,0.136839,2.19435,0.179
1300000,1,2.54868,-720.065,0.174018,2.11409,0.3605
1310000,1,1.5251,-719.221,0.306801,2.25846,0.33
1320000,1,2.212,-715.717,0.167264,2.11598,0.245667
1330000,0,2.28299,-723.672,0.161938,2.14435,0.175
1340000,0,3.04512,-723.681,0.0752399,2.18603,0.307
1350000,0,1.86306,-725.899,0.173717,2.03924,0.315923
1360000,0,2.37297,-722.581,0.0556634,2.1007,0.196
1370000,1,1.74534,-714.043,0.170039,2.12845,0.252
1380000,0,1.55157,-724.106,0.169925,2.19245,0.215429
1390000,1,3.68396,-718.93,0.161513,2.13132,0.377
1400000,0,2.45015,-721.952,0.0994501,2.13992,0.275
1410000,0,1.97126,-721.759,0.1687,2.14104,0.202
1420000,0,2.67097,-726.723,0.120333,2.29062,0.316
1430000,0,3.19455,-722.447,0.0393753,2.17132,0.220167
1440000,2,3.77947,-718.697,0.110836,2.18497,0.382
1450000,0,0.793117,-722.387,0.303932,2.12882,0.257
1460000,1,3.90372,-716.146,0.0471898,2.10523,0.200667
1470000,0,3.79821,-723.226,0.000492855,2.16632,0.25
1480000,0,2.42892,-723.168,0.099681,2.08148,0.2675
1490000,0,2.14525,-721.864,0.125329,2.07728,0.237
1500000,1,1.8808,-717.585,0.165716,2.105,0.375
1510000,0,3.05953,-724.09,0.0660116,2.20927,0.219
1520000,1,3.63354,-718.725,0.0983865,2.08698,0.21
1530000,1,2.52485,-719.737,0.1762,2.04858,0.2665
1540000,0,2.99684,-722.338,0.0430679,2.04745,0.269048
1550000,1,1.29049,-714.466,0.271862,2.14364,0.297
1560000,0,1.86937,-723.134,0.141874,2.11939,0.209
1570000,0,1.27187,-722.852,0.199315,2.20889,0.211333
1580000,0,2.03229,-722.595,0.176131,2.10587,0.24
1590000,1,2.14473,-718.056,0.182403,2.15129,0.379
1600000,0,3.11095,-722.746,0.00423878,2.08054,0.254
1610000,1,-0.74413,-717.764,0.107819,2.13256,0.278571
1620000,0,1.14897,-722.019,0.211723,2.15607,0.188
1630000,1,0.131319,-720.35,0.406134,2.0724,0.197333
1640000,0,2.8064,-722.579,0.0884155,2.0826,0.216375
1650000,1,3.94225,-715.597,0.0392351,2.1684,0.2606
1660000,0,2.90225,-722.722,0.0471043,2.16927,0.209
1670000,0,3.46143,-721.976,0.014003,2.08707,0.185
1680000,0,3.13878,-722.953,0.0302224,2.02733,0.237
1690000,1,2.86386,-716.455,0.0881179,2.1285,0.2672
1700000,0,2.01455,-726.494,0.178969,2.06152,0.193
1710000,0,2.81935,-725.368,0.114232,2.07273,0.198
1720000,0,2.53962,-722.156,0.11285,2.08675,0.235692
1730000,1,4.55157,-717.108,0.0400753,2.14438,0.272273
1740000,0,2.87818,-724.359,0.0418663,2.02957,0.345
1750000,0,2.33446,-722.226,0.101458,2.13025,0.35
1760000,1,-0.198763,-718.022,0.0162082,2.10343,0.36
1770000,0,3.05844,-722.993,0.0256317,2.13407,0.328
1780000,0,3.08321,-722.08,0.063332,2.08394,0.197
1790000,0,1.47455,-726.699,0.0452316,2.19434,0.281813
1800000,0,3.48629,-723.143,0.0213146,2.21467,0.188
1810000,1,3.46559,-716.573,0.0798852,2.05269,0.364
1820000,1,3.09819,-716.594,0.0207604,2.0567,0.403
1830000,0,3.08083,-726.855,0.0265705,2.02834,0.219
1840000,0,2.81847,-722.39,0.0574089,2.1243,0.207333
1850000,1,1.18512,-719.644,0.282618,2.06048,0.241
1860000,1,3.16052,-718.175,0.158122,2.08221,0.3254
1870000,1,3.66755,-718.3,0.103513,2.00986,0.352
1880000,1,0.930216,-718.896,0.0908887,2.12356,0.206
1890000,0,2.36879,-721.653,0.119347,2.10841,0.189
1900000,0,2.68612,-724.102,0.0644623,2.10199,0.189
1910000,1,3.16914,-715.872,0.0793468,2.13412,0.3055
1920000,1,-0.369598,-717.382,0.402785,2.10859,0.247
1930000,1,1.2159,-716.924,0.209052,2.13397,0.378
1940000,1,3.33372,-714.925,0.0865138,2.07713,0.283222
1950000,0,2.25874,-722.918,0.132074,2.06716,0.258
1960000,0,2.75531,-722.822,0.098283,2.16997,0.1875
1970000,0,3.47507,-722.853,0.000232548,2.21694,0.1956
1980000,0,3.12535,-722.156,0.0590515,2.15142,0.194
1990000,0,3.08024,-725.588,0.0261771,2.11452,0.2002
2000000,0,0.960392,-722.875,0.274354,2.20966,0.202
2010000,1,2.81247,-717.524,0.115717,2.15582,0.371
2020000,0,2.40879,-722.679,0.107278,2.06749,0.176
2030000,0,2.71972,-723.384,0.0510416,2.10192,0.257333
2040000,3,-0.202906,-706.989,0.588568,2.14256,0.425
2050000,0,3.2708,-723.374,0.00266838,2.10596,0.209
2060000,0,3.42866,-722.386,0.0235715,2.10636,0.3235
2070000,0,1.43387,-722.026,0.204411,2.07319,0.18
2080000,0,3.02459,-722.725,0.0473128,2.18326,0.2872
2090000,1,4.18924,-719.65,0.0922377,2.11481,0.328
2100000,0,2.91376,-722.657,0.0077615,2.14174,0.366667
2110000,0,3.67666,-723.65,0.00312105,2.0059,0.2195
2120000,1,0.939716,-714.526,0.147323,2.10984,0.2865
2130000,1,3.64403,-715.825,0.010625,2.1241,0.338909
2140000,0,2.90883,-723.385,0.0463354,2.23088,0.219909
2150000,0,3.15712,-722.899,0.0710067,2.11411,0.206222
2160000,1,1.13353,-718.651,0.380465,2.06156,0.274714
2170000,0,3.35758,-722.363,0.0222877,2.13979,0.202
2180000,0,2.68509,-723.328,0.0843114,2.21907,0.192
2190000,0,2.03835,-723.222,0.146033,2.17495,0.196
2200000,2,2.93257,-717.434,0.313302,2.11583,0.210643
2210000,0,2.98114,-723.167,0.0587508,2.13516,0.236138
2220000,1,0.834701,-716.732,0.194043,2.19568,0.383
2230000,1,3.02476,-714.467,0.105619,2.11132,0.379
2240000,0,2.57835,-723.705,0.0026443,2.07707,0.2685
2250000,0,2.90722,-725.087,0.09581,2.13058,0.200333
2260000,1,2.78946,-718.258,0.155708,1.98196,0.381273
2270000,2,2.62084,-715.042,0.219323,2.08598,0.2285
2280000,0,3.03446,-723.752,0.0377654,2.21297,0.291
2290000,0,3.03392,-724.628,0.0251671,1.98841,0.204
2300000,1,2.08587,-716.485,0.26528,2.14564,0.293
2310000,0,3.09104,-722.191,0.0481574,2.13266,0.213
2320000,1,-1.18633,-722.142,0.377567,2.03746,0.25175
2330000,1,1.9421,-716.218,0.184985,2.1374,0.39
2340000,0,1.38898,-722.693,0.239389,2.16895,0.195
2350000,0,2.26613,-723.033,0.164551,2.13207,0.197
2360000,0,3.14689,-722.734,0.0388766,2.03588,0.239222
2370000,0,3.64928,-722.711,0.00718181,2.1086,0.2448
2380000,0,2.05792,-726.92,0.16237,2.24275,0.211
2390000,0,3.78517,-723.964,0.00776652,2.03565,0.234
2400000,1,3.59371,-717.507,0.143691,2.13819,0.205
2410000,0,3.06733,-722.657,0.0685881,2.0885,0.29035
2420000,0,2.21456,-722.078,0.128552,2.07607,0.3335
2430000,3,-1.06267,-715.351,0.507052,2.16455,0.3366
2440000,0,3.00786,-726.644,0.0425365,1.96008,0.196
2450000,0,3.53338,-723.981,0.0316316,2.23274,0.188
2460000,1,2.16009,-717.982,0.118038,2.02913,0.253
2470000,0,3.66824,-723.946,0.0160112,2.08018,0.235333
2480000,1,1.30749,-717.096,0.196413,2.12447,0.381
2490000,0,2.73739,-723.089,0.0207147,2.11616,0.215
2500000,0,3.65647,-723.386,0.0181887,2.13996,0.239
