generation,N_shifts,logPrior,logLik,eventRate,acceptRate
450000,0,1.8841,-100.347,0.0282771,0.278
460000,0,0.952122,-100.355,0.931932,0.353
470000,0,0.344301,-100.565,1.41529,0.346875
480000,0,1.64768,-100.888,0.0513628,0.313
490000,0,1.20149,-101.647,0.853226,0.337231
500000,0,1.67768,-100.949,0.217261,0.349
510000,0,1.28231,-100.408,0.531354,0.3615
520000,0,1.59601,-100.972,0.0728056,0.3265
530000,0,-0.131661,-102.187,1.30226,0.295
540000,0,1.16277,-100.954,0.260079,0.303
550000,0,1.72402,-100.462,0.106257,0.29
560000,0,1.86707,-100.285,0.0891867,0.304
570000,0,1.32578,-100.756,0.645551,0.355
580000,0,1.03565,-101.788,0.493116,0.348313
590000,0,1.18837,-102.546,0.0512234,0.318
600000,0,1.13833,-101.079,0.498251,0.31
610000,0,1.25184,-100.436,0.486117,0.35225
620000,0,-1.50379,-103.365,0.829709,0.388
630000,0,1.43984,-100.586,0.268295,0.3585
640000,0,1.52443,-100.556,0.425934,0.323
650000,0,0.565279,-101.331,0.971589,0.362353
660000,0,1.15156,-100.168,0.685097,0.405
670000,0,-1.51678,-100.049,0.742607,0.357333
680000,0,1.47174,-102.447,0.158954,0.317
690000,0,1.28935,-100.39,0.689251,0.353857
700000,0,0.766537,-104.188,0.693506,0.322636
710000,0,1.51913,-101.128,0.137669,0.332
720000,0,-0.109934,-100.527,1.29813,0.384
730000,0,1.66032,-100.787,0.168673,0.339125
740000,0,1.4902,-100.236,0.412772,0.346455
750000,0,0.617423,-101.321,0.68688,0.331667
760000,0,1.55642,-100.61,0.320749,0.332286
770000,0,1.51489,-100.321,0.32333,0.361
780000,0,1.79287,-101.133,0.207538,0.362
790000,0,0.625834,-104.45,0.957212,0.34
800000,0,1.78278,-101.787,0.0936013,0.351538
810000,0,1.6195,-100.872,0.0196969,0.29
820000,0,1.16511,-101.613,0.72291,0.308
830000,0,0.0126186,-104.023,0.0074331,0.374
840000,0,1.45187,-100.386,0.331847,0.337667
850000,0,1.55342,-101.045,0.13025,0.358444
860000,0,1.205,-101.329,0.170951,0.312
870000,0,1.45286,-101.466,0.219584,0.303
880000,0,-0.571587,-99.9447,1.62158,0.345667
890000,0,1.62548,-100.372,0.216466,0.326
900000,0,0.890254,-101.917,0.204196,0.309
910000,0,0.285076,-101.612,0.592783,0.295
920000,0,1.01779,-101.344,0.446172,0.3175
930000,0,0.902886,-104.839,0.204224,0.353176
940000,0,0.802573,-100.273,0.532626,0.405
950000,0,1.50063,-100.147,0.355092,0.326
960000,0,0.753963,-100.269,1.06581,0.314
970000,0,0.726281,-100.868,0.783301,0.328
980000,0,1.40355,-100.519,0.469347,0.391
990000,0,0.97751,-101.25,0.130884,0.33
1000000,0,1.62979,-100.978,0.0448399,0.342
1010000,0,1.24371,-102.047,0.63627,0.3405
1020000,0,1.54143,-100.667,0.341977,0.351
1030000,0,1.23686,-101.065,0.0565486,0.238
1040000,0,1.24018,-101.732,0.318554,0.303
1050000,0,0.932782,-102.667,0.435112,0.342
1060000,0,-0.0628891,-101.46,0.0556426,0.383
1070000,0,0.410841,-100.243,0.0938828,0.412
1080000,0,1.47515,-102.153,0.356463,0.322
1090000,0,1.8644,-100.559,0.0199359,0.351625
1100000,0,0.906476,-101.484,0.923975,0.352
1110000,0,1.29607,-100.542,0.609838,0.343
1120000,0,1.24116,-101.018,0.120838,0.3315
1130000,0,1.40908,-100.973,0.117114,0.295
1140000,0,1.44422,-100.679,0.323678,0.301
1150000,0,1.75216,-100.316,0.171394,0.312667
1160000,1,0.674471,-100.925,2.03672,0.339
1170000,0,1.2318,-102.098,0.298344,0.345
1180000,0,1.03659,-102.039,0.28243,0.341571
1190000,0,1.06898,-100.686,0.581538,0.322
1200000,0,1.52821,-100.339,0.374595,0.337667
1210000,0,1.66282,-104.027,0.121173,0.336
1220000,0,1.54044,-100.59,0.410114,0.324167
1230000,0,0.256346,-100.915,1.38591,0.306
1240000,0,0.480926,-102.112,0.81428,0.256
1250000,0,1.62854,-101.369,0.0297228,0.3185
1260000,0,1.18062,-102.234,0.133123,0.320333
1270000,0,-1.08215,-100.549,0.58914,0.359
1280000,0,1.56265,-102.256,0.0509544,0.3146
1290000,0,0.679071,-100.324,1.14762,0.315833
1300000,0,-2.85098,-100.068,0.350107,0.327778
1310000,0,1.08465,-103.585,0.0937142,0.3515
1320000,0,0.442406,-100.383,0.264441,0.435
1330000,0,1.14513,-101.09,0.457147,0.374667
1340000,0,-0.926389,-101.048,0.791008,0.313
1350000,0,1.06041,-100.451,0.629899,0.343833
1360000,0,0.306443,-102.391,0.479728,0.288
1370000,0,1.42187,-100.043,0.207826,0.368
1380000,0,1.40517,-100.462,0.393789,0.328
1390000,0,0.611548,-101.343,0.769535,0.32
1400000,1,2.62872,-100.897,0.535645,0.365
1410000,1,1.63713,-105.914,0.942982,0.372
1420000,0,1.22872,-101.405,0.21162,0.367
1430000,0,1.19945,-101.347,0.428587,0.35
1440000,0,-0.403652,-100.63,1.72876,0.3505
1450000,0,0.43942,-100.199,1.51299,0.33
1460000,0,0.131342,-100.704,1.70904,0.326
1470000,0,1.65259,-100.491,0.218699,0.346
1480000,0,1.6206,-100.61,0.112196,0.344
1490000,0,-0.219708,-102.549,1.61126,0.311667
1500000,0,1.64296,-100.624,0.202765,0.319
1510000,0,1.95693,-101.038,0.00335872,0.33625
1520000,0,1.9136,-100.458,0.0122763,0.331
1530000,0,1.2993,-100.791,0.349939,0.357
1540000,0,0.893787,-101.491,0.228572,0.304
1550000,0,1.57952,-100.021,0.228491,0.366
1560000,0,1.05193,-100.623,0.720054,0.330857
1570000,0,1.18568,-100.882,0.448716,0.315
1580000,0,1.19045,-100.609,0.584832,0.271
1590000,0,1.45373,-101.094,0.474268,0.341424
1600000,1,2.34323,-100.435,0.885741,0.400333
1610000,0,0.951029,-101.31,0.547061,0.342
1620000,0,-0.0583694,-102.142,1.70901,0.26
1630000,0,0.951335,-101.446,0.564786,0.3065
1640000,0,-0.098311,-103.498,1.271,0.335857
1650000,0,0.69155,-101.901,0.285364,0.282
1660000,0,-1.2574,-108.073,2.66385,0.321
1670000,0,0.734362,-101.575,0.930715,0.374
1680000,0,1.11752,-100.748,0.643366,0.348429
1690000,0,1.23632,-101.68,0.196803,0.319333
1700000,0,1.57223,-100.654,0.129596,0.284667
1710000,0,0.927121,-100.56,0.672175,0.322
1720000,1,2.04895,-100.38,1.11394,0.334643
1730000,0,0.754001,-100.919,0.77789,0.31
1740000,0,0.997239,-100.262,0.816067,0.306
1750000,0,-1.09236,-101.843,0.795278,0.346333
1760000,0,1.70026,-100.303,0.298937,0.359
1770000,0,1.61705,-100.824,0.0896985,0.403
1780000,0,1.1613,-101.577,0.202182,0.337
1790000,0,1.15653,-101.629,0.227385,0.362
1800000,0,1.60601,-101.081,0.178615,0.358
1810000,0,-1.00362,-100.712,0.115479,0.404
1820000,0,1.20566,-101.583,0.531041,0.362
1830000,0,1.28247,-101.409,0.310236,0.281
1840000,0,0.527587,-99.9883,0.385986,0.37
1850000,0,1.67005,-100.76,0.299356,0.362333
1860000,0,0.453719,-100.727,0.0555468,0.335143
1870000,0,0.644138,-102.871,0.285639,0.38
1880000,0,0.465504,-101.921,0.263469,0.353625
1890000,0,-0.52213,-101.477,0.0482515,0.381
1900000,0,1.42031,-101.097,0.209701,0.278
1910000,0,0.39263,-101.228,0.815167,0.301
1920000,0,-2.83309,-101.268,1.52651,0.365
1930000,0,0.572001,-101.617,0.0003402,0.329
1940000,0,1.78938,-100.944,0.0154378,0.371
1950000,0,0.162672,-102.796,1.22087,0.3945
1960000,0,0.623044,-101.244,0.524035,0.361
1970000,0,1.45803,-100.239,0.404544,0.336
1980000,1,0.250823,-102.096,0.683518,0.357071
1990000,0,-0.0586448,-102.228,0.983299,0.267
2000000,0,1.36088,-101.512,0.474186,0.373
2010000,0,0.521045,-101.924,0.362019,0.375
2020000,0,1.73099,-100.628,0.100738,0.388
2030000,0,0.519199,-100.798,1.16733,0.303
2040000,0,1.18693,-100.626,0.533719,0.358375
2050000,0,1.72932,-100.602,0.282458,0.335857
2060000,0,1.66845,-100.748,0.233591,0.322
2070000,0,0.631925,-100.867,0.806693,0.286
2080000,0,0.998272,-100.296,0.866593,0.36075
2090000,0,0.284406,-100.606,1.30983,0.341667
2100000,0,1.82484,-100.448,0.0300133,0.363
2110000,0,1.41425,-101.911,0.00853346,0.341
2120000,0,0.276916,-102.571,0.516186,0.340241
2130000,0,0.0302633,-105.743,0.0906435,0.298
2140000,0,0.406301,-102.427,0.784217,0.367
2150000,0,1.55684,-100.38,0.239763,0.362
2160000,0,1.21359,-101.258,0.567937,0.338417
2170000,0,-0.205299,-102.051,1.06627,0.295
2180000,0,0.900477,-100.473,0.861567,0.389
2190000,0,1.81341,-100.587,0.0298213,0.3249
2200000,0,1.28405,-102.431,0.390193,0.316429
2210000,0,0.293499,-102.504,0.20064,0.3695
2220000,0,0.359746,-101.464,1.16546,0.297
2230000,0,1.34424,-100.552,0.496982,0.306
2240000,0,1.55188,-100.49,0.307624,0.308
2250000,0,1.14052,-102.761,0.263724,0.322579
2260000,0,0.659265,-101.17,0.545349,0.307
2270000,0,-0.488065,-103.844,0.433549,0.335
2280000,0,1.10894,-99.9852,0.392334,0.3625
2290000,0,0.969268,-102.067,0.470526,0.325
2300000,0,0.35247,-102.308,1.37872,0.359
2310000,0,1.09821,-101.755,0.0344632,0.384
2320000,0,1.14725,-101.389,0.268473,0.288
2330000,0,0.293756,-103.859,0.664925,0.418
2340000,0,1.4791,-100.159,0.399829,0.3435
2350000,1,-1.84373,-104.271,2.05852,0.307
2360000,0,0.548259,-100.073,0.0886551,0.357
2370000,0,1.50403,-101.266,0.202217,0.3232
2380000,0,1.13687,-100.897,0.394951,0.324
2390000,0,1.25141,-102.237,0.253405,0.367
2400000,0,1.25002,-100.179,0.315006,0.338294
2410000,1,1.60679,-101.317,0.996472,0.4135
2420000,0,1.53734,-100.541,0.249296,0.33
2430000,0,0.193579,-104.401,0.408772,0.3478
2440000,0,1.62413,-100.444,0.0938006,0.315
2450000,0,1.47698,-102.091,0.0277436,0.347
2460000,0,1.71319,-101.619,0.111707,0.367
2470000,0,0.437712,-101.584,0.709583,0.30275
2480000,0,1.15132,-100.594,0.512318,0.3515
2490000,0,1.15717,-101.5,0.41575,0.344
2500000,0,0.981529,-99.9764,0.577069,0.324
2510000,0,1.27283,-100.692,0.240017,0.359375
2520000,0,1.67236,-100.579,0.332033,0.359
2530000,0,1.50513,-101.18,0.136639,0.347
2540000,0,1.38094,-100.135,0.113744,0.345
2550000,0,0.216928,-101.571,0.444384,0.344062
2560000,0,1.57653,-100.651,0.0451425,0.338
2570000,0,1.2119,-101.089,0.322957,0.41
2580000,0,1.44352,-101.365,0.338505,0.373
2590000,0,1.48411,-100.665,0.18048,0.336
2600000,0,1.03911,-100.755,0.406375,0.332115
2610000,0,1.65598,-101.366,0.128264,0.285
2620000,0,0.880622,-100.918,0.499603,0.318
2630000,0,1.47803,-100.877,0.102389,0.381
2640000,0,1.54089,-102.078,0.134804,0.264
2650000,0,0.199623,-100.903,1.43454,0.301462
2660000,1,1.60676,-101.982,0.774361,0.271
2670000,0,1.52946,-100.616,0.133496,0.326
2680000,0,1.88521,-100.681,0.0684461,0.364
2690000,0,-1.48373,-100.305,3.44283,0.335
2700000,0,1.18665,-100.104,0.692729,0.336962
2710000,0,0.279156,-102.307,1.1136,0.332
2720000,0,1.43513,-100.656,0.478166,0.307
2730000,1,1.38388,-99.0538,0.323131,0.307333
2740000,0,0.929704,-100.282,0.91048,0.37875
2750000,0,1.60947,-101.119,0.252478,0.3655
2760000,1,0.894708,-103.859,0.393743,0.2815
2770000,0,0.972934,-100.642,0.658736,0.329
2780000,0,0.747927,-100.143,0.208889,0.307
2790000,0,0.749793,-101.024,1.0171,0.342
2800000,0,-0.903712,-101.98,0.121517,0.3345
2810000,0,0.49719,-101.564,0.704774,0.274
2820000,0,-0.547162,-103.487,0.7548,0.321
2830000,1,0.612272,-102.497,0.872086,0.317
2840000,0,0.632685,-101.003,0.973001,0.32
2850000,0,1.25423,-101.096,0.0227686,0.324
2860000,0,0.784387,-101.635,0.360372,0.337667
2870000,0,1.24129,-101.741,0.378703,0.266
2880000,0,1.60837,-100.336,0.0596528,0.3434
2890000,0,1.72374,-100.304,0.167356,0.346
2900000,0,0.107991,-105.499,0.117651,0.324
2910000,0,0.103894,-101.017,1.31191,0.319
2920000,0,1.14796,-100.709,0.540402,0.333
2930000,0,0.409568,-102.355,0.07049,0.468
2940000,0,1.68765,-100.381,0.0993955,0.3396
2950000,0,-0.126381,-99.9665,1.90961,0.356
2960000,0,0.641125,-102.503,0.0117442,0.258
2970000,0,1.63192,-101.196,0.135172,0.294
2980000,0,1.11552,-101.191,0.528894,0.3534
2990000,0,1.31667,-100.707,0.60024,0.342875
3000000,0,-1.36303,-101.771,0.895135,0.339
3010000,0,1.13925,-101.239,0.341885,0.341
3020000,0,1.69702,-100.336,0.127484,0.32975
3030000,0,0.233957,-101.452,1.31799,0.356
3040000,0,0.594924,-102.575,0.347647,0.3252
3050000,0,0.659472,-101.439,1.16457,0.349
3060000,0,1.24084,-100.499,0.368996,0.285333
3070000,0,1.56684,-100.192,0.226678,0.318
3080000,0,0.75194,-101.792,0.406648,0.365333
3090000,0,0.191685,-100.633,1.55215,0.3422
3100000,0,1.3346,-100.143,0.049341,0.347
3110000,0,1.00434,-102.018,0.886896,0.351
3120000,0,1.66419,-100.258,0.173688,0.337143
3130000,0,1.44837,-101.162,0.0766637,0.287
3140000,0,1.84905,-100.172,0.048179,0.281
3150000,0,0.704426,-100.508,0.736743,0.330625
3160000,0,0.337383,-102.964,0.345905,0.326143
3170000,0,0.926418,-100.574,0.789081,0.32
3180000,0,0.946322,-102.134,0.0189191,0.347
3190000,0,-0.0406414,-104.799,1.45043,0.329
3200000,0,0.359401,-100.377,1.39044,0.357
3210000,0,0.256334,-100.924,1.08504,0.340889
3220000,0,1.50885,-103.11,0.0729317,0.319143
3230000,0,1.07155,-100.382,0.74704,0.328
3240000,0,0.42411,-101.059,1.19763,0.35825
3250000,0,-0.144504,-100.11,2.10767,0.378
3260000,0,1.69659,-101.091,0.206085,0.299
3270000,0,1.09201,-101.504,0.174723,0.311143
3280000,0,1.42634,-101.425,0.200041,0.325
3290000,0,-0.156973,-100.314,1.62355,0.401
3300000,0,-1.29502,-103.032,1.33926,0.342
3310000,0,0.704862,-101.56,0.49895,0.331
3320000,0,0.935243,-101.88,0.288091,0.321
3330000,1,-0.165723,-104.185,1.03896,0.282
3340000,0,-1.42213,-103.846,1.7431,0.329
3350000,0,1.40243,-101.191,0.106139,0.389333
3360000,0,0.77027,-102.676,0.324894,0.347667
3370000,0,-0.325307,-101.145,0.187606,0.343
3380000,0,-0.647184,-100.404,2.56329,0.358
3390000,0,1.2637,-101.022,0.474661,0.29
3400000,0,1.77862,-102.32,0.0822754,0.345636
3410000,0,1.33889,-100.563,0.3221,0.384
3420000,0,1.18512,-101.284,0.7409,0.343
3430000,0,1.75387,-100.412,0.175071,0.308
3440000,0,1.19891,-100.376,0.595897,0.290667
3450000,0,1.87956,-100.701,0.0345134,0.318
3460000,0,-2.67238,-100.211,0.525645,0.33125
3470000,0,1.38364,-100.143,0.624153,0.356
3480000,0,0.437634,-100.041,0.661739,0.33625
3490000,0,1.38169,-100.165,0.394019,0.332273
3500000,0,0.622869,-100.747,1.06872,0.399
3510000,0,1.25831,-100.275,0.0528768,0.357929
3520000,0,0.536411,-103.718,0.724452,0.303667
3530000,0,1.05121,-101.018,0.49898,0.358
3540000,0,1.02453,-100.233,0.822601,0.346
3550000,0,1.46015,-101.458,0.275627,0.367
3560000,0,1.17507,-101.704,0.4596,0.33
3570000,0,1.06337,-100.241,0.845083,0.32125
3580000,0,1.12978,-105.509,0.0861201,0.356
3590000,0,1.36155,-103.632,0.12162,0.3665
3600000,0,1.82163,-100.353,0.0235344,0.4224
3610000,0,0.467267,-102.471,0.571053,0.322
3620000,0,1.66064,-100.162,0.276026,0.344
3630000,0,1.7399,-100.272,0.0888775,0.386
3640000,0,-1.86785,-100.819,2.04353,0.373
3650000,0,0.912881,-102.204,0.0606909,0.235
3660000,0,1.18849,-100.497,0.344719,0.314
3670000,0,1.48244,-99.9813,0.224547,0.394
3680000,0,1.17434,-99.9617,0.597453,0.330778
3690000,1,1.95223,-103.201,0.3826,0.345
3700000,0,1.18897,-100.761,0.47448,0.354
3710000,0,1.22292,-101.084,0.439511,0.358
3720000,0,1.33401,-101.15,0.14751,0.378
3730000,0,0.998743,-101.09,0.322757,0.330429
3740000,0,0.835626,-101.695,0.076374,0.315
3750000,0,0.353283,-100.893,1.35934,0.329857
3760000,0,1.23184,-101.413,0.550012,0.274
3770000,0,0.663702,-101.873,0.0699867,0.264
3780000,0,0.450857,-100.162,1.48862,0.3026
3790000,0,-0.378919,-102.218,0.406482,0.34225
3800000,0,1.1436,-100.114,0.390283,0.342833
3810000,0,1.22473,-100.698,0.278445,0.338
3820000,0,1.5346,-100.866,0.129655,0.374
3830000,0,1.65727,-100.609,0.226787,0.433
3840000,0,0.913751,-100.183,0.0770871,0.334
3850000,0,1.02187,-101.904,0.186908,0.353125
3860000,1,0.748313,-101.046,2.1613,0.3505
3870000,0,1.25552,-100.708,0.325131,0.347
3880000,0,-0.32161,-100.001,0.656066,0.338
3890000,0,1.37581,-100.917,0.188466,0.323625
3900000,0,0.318759,-100.472,1.41991,0.364
3910000,0,1.02144,-100.996,0.548302,0.337
3920000,0,1.38515,-102.715,0.167735,0.34075
3930000,0,1.67485,-103.594,0.339594,0.374875
3940000,0,1.10739,-100.491,0.122914,0.349667
3950000,0,1.70477,-101.026,0.0184321,0.362
3960000,0,1.80829,-100.313,0.0872371,0.319
3970000,0,0.953578,-100.548,0.794477,0.354
3980000,0,0.74775,-101.779,0.119185,0.301
3990000,0,1.54027,-102.735,0.406772,0.347667
4000000,0,1.46555,-101.134,0.243699,0.362
4010000,0,0.418677,-101.049,1.49387,0.324
4020000,0,1.46107,-100.683,0.152804,0.329
4030000,0,-1.59772,-101.529,0.0906518,0.339833
4040000,0,1.8406,-100.221,0.0167486,0.301
4050000,0,0.521488,-102.113,0.390935,0.312
4060000,1,2.55495,-100.814,0.499036,0.359
4070000,0,-0.48512,-101.367,0.315283,0.368
4080000,0,-0.822882,-101.437,1.51924,0.343
4090000,0,0.477668,-102.984,0.569698,0.334667
4100000,0,0.0865361,-101.327,1.50808,0.515
4110000,0,0.69694,-100.641,0.929553,0.318
4120000,0,0.267078,-100.532,1.57709,0.328083
4130000,0,1.07441,-101.135,0.38824,0.325
4140000,0,1.35201,-100.765,0.363601,0.32
4150000,0,0.443362,-102.293,0.0715731,0.337429
4160000,0,1.18574,-103.255,0.0224092,0.355538
4170000,0,1.63283,-100.657,0.0462857,0.304
4180000,0,1.59866,-100.873,0.090073,0.342
4190000,0,1.33923,-100.025,0.594649,0.355
4200000,0,1.68074,-101.355,0.282285,0.33775
4210000,0,0.690301,-101.803,0.456218,0.341417
4220000,0,-0.847912,-102.614,1.62236,0.336
4230000,0,1.09829,-101.137,0.68452,0.342167
4240000,0,0.695391,-101.145,0.229156,0.376
4250000,0,1.69106,-100.129,0.132983,0.35
4260000,0,1.04341,-100.288,0.362023,0.331538
4270000,0,1.01351,-100.66,0.963021,0.338
4280000,0,0.845927,-100.538,0.443042,0.351
4290000,0,0.567995,-102.582,0.964099,0.346
4300000,0,0.303752,-100.766,1.35149,0.358
4310000,0,1.49747,-100.923,0.218793,0.344
4320000,0,0.0928178,-102.938,0.803098,0.29
4330000,0,0.828465,-101.433,0.637152,0.319857
4340000,0,1.72539,-100.653,0.0851403,0.284
4350000,0,1.85062,-100.631,0.0777398,0.322
4360000,0,0.928362,-101.398,0.689238,0.361
4370000,0,0.495575,-101.062,0.944346,0.287
4380000,0,1.16658,-101.351,0.374343,0.30925
4390000,0,1.66156,-100.259,0.367241,0.351
4400000,0,1.80546,-100.437,0.0302101,0.34
4410000,1,0.91031,-100.842,0.241545,0.3345
4420000,0,-1.0731,-100.621,2.69364,0.341091
4430000,0,0.677182,-100.803,0.898803,0.340857
4440000,0,0.7669,-101.662,0.584809,0.343
4450000,0,-0.581025,-100.981,1.97206,0.347
4460000,0,1.61599,-101.837,0.109178,0.317667
4470000,0,0.992536,-100.505,0.782756,0.362
4480000,0,1.66567,-101.03,0.121215,0.34425
4490000,1,1.80544,-103.162,1.53251,0.288
4500000,0,-1.06416,-105.3,0.708353,0.348833
4510000,0,1.65973,-100.707,0.090911,0.342
4520000,0,-0.084858,-100.224,1.16102,0.33725
4530000,0,1.31896,-101.996,0.128987,0.311
4540000,0,-0.0777644,-102.617,1.32309,0.341526
4550000,1,1.44679,-102.225,0.172111,0.345
4560000,0,1.47553,-101.039,0.257646,0.32625
4570000,0,1.45415,-101.661,0.407081,0.343
4580000,0,1.26407,-101.151,0.24302,0.329375
4590000,0,0.586983,-102.007,1.00702,0.316
4600000,0,0.812501,-100.572,0.904955,0.323
4610000,0,1.58141,-100.321,0.225432,0.3376
4620000,0,0.907156,-100.653,0.736601,0.337
4630000,0,-0.11639,-101.786,0.0819842,0.348286
4640000,0,0.607806,-103.764,0.0398647,0.265
4650000,0,0.534859,-101.051,0.773996,0.3708
4660000,0,0.15851,-100.542,1.8225,0.333714
4670000,0,0.885287,-99.9905,0.13085,0.3526
4680000,0,-0.796731,-103.505,1.26492,0.335235
4690000,0,-0.817368,-103.875,0.854597,0.308
4700000,0,0.952998,-102.832,0.399507,0.338
4710000,0,1.53308,-101.044,0.39185,0.343
4720000,0,0.0891667,-101.135,1.71516,0.3605
4730000,0,0.809639,-100.572,0.94077,0.349
4740000,0,0.590662,-101.835,0.144549,0.284
4750000,1,3.40865,-101.262,0.337614,0.337
4760000,0,0.713935,-100.848,0.948455,0.381
4770000,0,0.529803,-100.352,0.708079,0.255
4780000,0,0.986105,-102.857,0.357961,0.348
4790000,0,1.17145,-100.303,0.339956,0.331529
4800000,0,0.996472,-100.675,0.618739,0.343556
4810000,0,0.785863,-102.194,0.195743,0.327
4820000,0,1.01813,-100.566,0.772662,0.327667
4830000,0,1.80228,-100.907,0.0297332,0.313
4840000,0,1.67957,-101.725,0.00783867,0.344889
4850000,0,1.36326,-100.891,0.11377,0.364
4860000,0,1.47566,-103.63,0.205602,0.261
4870000,0,1.74608,-100.161,0.219459,0.319
4880000,0,0.641126,-100.067,1.00657,0.31
4890000,0,1.26364,-100.029,0.641834,0.326833
4900000,0,1.20965,-100.528,0.508826,0.336
4910000,0,0.77698,-101.02,0.849139,0.3325
4920000,0,-0.279755,-103.684,0.274568,0.3556
4930000,0,1.47356,-100.461,0.30191,0.389
4940000,0,1.44652,-100.72,0.308192,0.345379
4950000,0,0.123903,-102.174,0.666645,0.3245
4960000,0,1.25596,-100.78,0.47602,0.352
4970000,0,1.4712,-100.694,0.108183,0.294
4980000,0,0.382192,-102.314,0.660208,0.292
4990000,0,1.69806,-100.72,0.00434649,0.3425
5000000,0,1.25066,-104.205,0.738561,0.342
5010000,0,1.15508,-101.139,0.046794,0.307875
5020000,0,1.71734,-101.367,0.30276,0.325857
5030000,0,1.71254,-100.25,0.219355,0.329375
5040000,0,1.3993,-100.807,0.0760581,0.289
5050000,0,0.970188,-100.088,0.984673,0.360333
5060000,0,-0.980796,-100.583,2.50906,0.371
5070000,0,0.0490699,-102.79,0.726395,0.31625
5080000,0,1.67854,-100.408,0.171192,0.351
5090000,0,0.808833,-100.667,0.869634,0.369
5100000,0,0.00064244,-100.041,1.11128,0.286
5110000,0,1.02993,-101.339,0.120918,0.331
5120000,0,0.922145,-101.044,0.693409,0.3372
5130000,0,1.71295,-100.683,0.159494,0.349
5140000,0,0.144459,-104.847,0.100282,0.362
5150000,1,-1.47622,-103.76,0.962138,0.336333
5160000,0,1.19265,-100.426,0.0530494,0.339182
5170000,0,0.531007,-102.999,0.0616208,0.319
5180000,0,0.818526,-102.419,0.260206,0.313
5190000,0,0.727714,-101.738,0.890814,0.282
5200000,0,0.266494,-100.601,0.499251,0.358
5210000,0,-0.0336259,-100.296,1.67426,0.318667
5220000,1,1.17048,-100.286,1.23958,0.3255
5230000,0,0.917833,-101.936,0.0520831,0.3078
5240000,0,1.60683,-100.554,0.255188,0.314333
5250000,0,1.59223,-101.353,0.0441849,0.351333
5260000,0,1.31348,-100.483,0.230597,0.344182
5270000,0,1.15984,-100.817,0.289905,0.321364
5280000,0,0.169371,-101.106,1.17727,0.322833
5290000,0,1.84463,-100.177,0.0529566,0.367
5300000,0,0.00656766,-100.972,0.692273,0.3461
5310000,0,-0.206206,-101.857,1.32204,0.324
5320000,1,2.06813,-100.407,0.427258,0.3359
5330000,0,1.12091,-100.122,0.557376,0.322
5340000,0,1.10416,-101.247,0.485433,0.3402
5350000,0,1.69148,-100.782,0.208336,0.342
5360000,0,1.57405,-101.94,0.00739912,0.288
5370000,0,-0.761235,-101.252,2.03298,0.321
5380000,0,0.0361222,-101.964,1.52216,0.344
5390000,0,1.42084,-100.735,0.503095,0.324
5400000,0,0.543253,-101.683,0.438254,0.3065
5410000,0,1.40036,-101.093,0.285444,0.286
5420000,0,1.26192,-101.782,0.423967,0.363667
5430000,0,1.21741,-101.024,0.312862,0.34228
5440000,0,1.48275,-100.464,0.194896,0.382
5450000,0,1.46617,-100.585,0.230931,0.379667
5460000,0,1.40374,-100.395,0.438575,0.271
