generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hydrurga_leptonyx,Arctocephalus_australis,0,0.032,0,0.005,0
10000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.131615,0.0354889,0.135715,0
20000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.145957,0.0393326,0.0663036,0
30000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.199035,-0.0167573,0.000552155,0
40000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.308549,0.00916073,0.307685,0
50000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.334722,-0.0205222,0.181363,0
60000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.276982,-0.0103104,0.0921424,0
70000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0660497,0.0557109,0.0362081,0
80000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.190751,7.12764e-05,0.160399,0
90000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.138945,0.0273251,0.0827831,0
100000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.173952,0.0910989,0.201463,0
110000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.106367,0.0621067,0.0617438,0
120000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.104408,0.0307035,0.0882769,0
130000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.13345,0.0468914,0.0430346,0
140000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.141262,0.0108833,0.0429561,0
150000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.164635,-0.00930915,0.112542,0
160000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.297488,-0.0107601,0.141242,0
170000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.137675,0.0302022,0.0816487,0
180000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.198567,0.00713637,0.0852461,0
190000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.172478,0.00276991,0.102254,0
200000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.490737,-0.0470942,0.208776,0
200000,Pusa_caspica,Erignathus_barbatus,3.24714,0.143159,0.0715813,0.136457,0
210000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.240845,-0.0153743,0.156927,0
220000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.113122,0.00229498,0.0108058,0
230000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.136639,0.013541,0.0729555,0
240000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.294839,-0.013131,0.0509325,0
250000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.283418,-0.0250954,0.158602,0
260000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.153519,0.00345484,0.0408307,0
270000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.12187,0.00640141,0.00366821,0
280000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.301034,-0.0187279,0.164508,0
280000,Arctocephalus_australis,Callorhinus_ursinus,13.5817,0.724223,-0.0601466,0.485119,0
290000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.158525,0.0214999,0.0851444,0
300000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.36513,-0.0283074,0.197406,0
310000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.162348,0.0518205,0.172198,0
320000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.398056,-0.03635,0.138744,0
330000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.588112,-0.0473648,0.145793,0
340000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.237984,-0.0192189,0.103109,0
340000,Pusa_caspica,Cystophora_cristata,15.3124,0.530658,0.0287714,0.418231,0
350000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.142242,0.00999091,0.0667618,0
360000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.414362,-0.0225824,0.197387,0
370000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.372068,-0.0326381,0.113282,0
380000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.180254,0.00794466,0.110179,0
390000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.157399,0.060423,0.155916,0
400000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.253194,-0.0148925,0.137662,0
410000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.158547,-0.0134482,0.00206486,0
420000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.626066,-0.0486139,0.231596,0
430000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.244566,0.00357764,0.22481,0
440000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.136595,0.0187097,0.0786327,0
450000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.154239,-0.00099881,0.0459316,0
460000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.123755,0.0161237,0.0589849,0
470000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.191829,-0.00568556,0.095121,0
480000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.170629,0.0124102,0.136245,0
490000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0982217,0.00632249,0.0120751,0
500000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.191211,-0.00379559,0.017557,0
510000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.145907,0.0135903,0.0886922,0
520000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.252828,-0.0174305,0.0522051,0
530000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.176625,0.0476783,0.164204,0
540000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.310272,-0.024394,0.102589,0
550000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.196994,-0.00509903,0.0487278,0
560000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.141268,0.00195145,0.0324133,0
570000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.164995,0.000302622,0.000206188,0
580000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.148396,0.0411714,0.0558097,0
590000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.168546,0.0490717,0.113374,0
600000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.265258,-0.0160246,0.0651835,0
610000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.208376,-0.00916148,0.0846167,0
620000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.05902,0.110951,0.0509621,0
630000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.225377,-0.00428458,0.0940459,0
640000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.160368,-0.00736818,0.0101386,0
650000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.178258,0.0270337,0.148775,0
660000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.129261,0.0242925,0.037979,0
670000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0895265,0.112123,0.0453943,0
680000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.103238,0.0341553,0.110269,0
690000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.142288,-0.00115813,0.0184183,0
700000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.335569,-0.00682574,0.127765,0
710000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.157792,0.0294511,0.0797915,0
720000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0777202,0.0632275,0.0243437,0
730000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.187173,0.00480545,0.059693,0
740000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.150117,0.00353324,0.0541275,0
750000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.315507,-0.0269713,0.150381,0
760000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.190624,-0.006993,0.0241564,0
770000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.137956,0.015102,0.0762874,0
780000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.132898,-0.00575651,0.0106223,0
790000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.19143,0.0313183,0.0750232,0
800000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.151548,-0.00884637,0.0598128,0
810000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.227823,-0.0162041,0.100299,0
820000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.159167,-0.0149663,0.0259767,0
830000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.758705,-0.0465452,0.280996,0
840000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.203595,-0.00851316,0.0636812,0
850000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.162398,0.0160356,0.139973,0
860000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.303069,-0.00657003,0.210765,0
870000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.210043,0.0105801,0.118232,0
880000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0865505,0.0681346,0.0124312,0
890000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.178448,-0.00549571,0.059771,0
900000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.133155,0.053819,0.170485,0
910000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.466503,-0.0288924,0.238971,0
920000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.169593,0.0333237,0.15057,0
930000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.292178,0.0217256,0.324884,0
940000,Hydrurga_leptonyx,Arctocephalus_australis,0,0.0765654,0.0591901,0.0034424,0
