generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.032,0,0.005,0
10000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.22067,-0.0180672,0.143162,0
10000,Valenictus_chulavistensis,Pontolis_magnus,17.3,1.03413,0.0209646,0.730735,0
20000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.473397,-0.0438319,0.161654,0
20000,Valenictus_chulavistensis,Pontolis_barroni,19.7443,0.786733,-0.043388,0.973508,0
30000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.44194,-0.0503294,0.22687,0
30000,Pusa_caspica,Cystophora_cristata,15.4806,0.352678,-0.023813,0.00471098,0
30000,Arctocephalus_australis,Otaria_byronia,21.6972,0.312486,-0.108935,0.00629856,0
30000,Valenictus_chulavistensis,Pontolis_magnus,18.6902,0.508302,0.00945168,0.494867,0
40000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.531304,-0.0525239,0.163929,0
40000,Pusa_caspica,Phoca_largha,25.7303,0.540722,0.035613,0.00608314,0
40000,Pusa_caspica,Cystophora_cristata,17.2952,0.169239,0.0168835,0.0119198,0
40000,Valenictus_chulavistensis,Pontolis_barroni,19.9139,0.866006,0.0130333,0.700752,0
50000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.388012,-0.0333235,0.163649,0
50000,Pusa_caspica,Cystophora_cristata,19.1608,0.225551,0.00797138,0.0762134,0
50000,Valenictus_chulavistensis,Pontolis_magnus,18.7386,1.03133,-0.0399572,0.639521,0
60000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.534474,-0.0443107,0.211925,0
60000,Pusa_caspica,Erignathus_barbatus,14.2579,0.11166,-0.021746,0.194088,0
60000,Arctocephalus_australis,Zalophus_californianus,20.9189,0.303589,-0.0513517,0.0875313,0
60000,Valenictus_chulavistensis,Pontolis_magnus,17.7266,0.454304,0.0603297,0.859278,0
70000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.276495,-0.0221454,0.176814,0
70000,Pusa_caspica,Cystophora_cristata,20.0307,0.34678,-0.0441971,0.0296362,0
70000,Arctocephalus_australis,Zalophus_californianus,20.3597,0.309649,-0.0334997,0.0172854,0
70000,Valenictus_chulavistensis,Pontolis_magnus,18.5703,0.714807,-0.0419938,0.488252,0
80000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.368964,-0.0312153,0.1532,0
80000,Valenictus_chulavistensis,Pontolis_magnus,18.7908,0.579157,-0.017494,0.503246,0
90000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.324749,-0.0296122,0.188841,0
90000,Valenictus_chulavistensis,Pontolis_magnus,17.9044,1.07344,-0.0351018,0.972397,0
100000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.34782,-0.0220052,0.156107,0
100000,Pusa_caspica,Cystophora_cristata,18.4781,0.275,-0.0180398,0.0488779,0
100000,Valenictus_chulavistensis,Pontolis_magnus,18.3863,1.59636,-0.133474,0.617445,0
110000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.340788,-0.0280595,0.161388,0
110000,Valenictus_chulavistensis,Pontolis_magnus,19.1959,0.644317,-0.000906863,0.838028,0
120000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.359806,-0.0245399,0.164084,0
120000,Hydrurga_leptonyx,Mirounga_angustirostris,20.2296,0.119224,0.0104148,0.0703761,0
120000,Valenictus_chulavistensis,Pontolis_barroni,20.0258,0.893243,-0.00341301,0.961402,0
130000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.451681,-0.0385106,0.189099,0
130000,Valenictus_chulavistensis,Pontolis_barroni,20.29,0.666248,-0.0388681,0.685739,0
140000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.398959,-0.0351064,0.158346,0
140000,Valenictus_chulavistensis,Pontolis_magnus,17.8536,0.814967,-0.038528,0.402669,0
150000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.337781,-0.0259244,0.154754,0
150000,Allodesmus_demerei,Desmatophocidae_indet_USNM_335445,6.08308,0.415246,-0.0440285,0.38664,0
150000,Valenictus_chulavistensis,Pontolis_magnus,19.1358,0.862227,-0.0625242,0.771953,0
160000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.427301,-0.0376641,0.183279,0
