generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
0,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.032,0,0.005,0
10000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.228808,-0.0134905,0.135343,0
10000,Valenictus_chulavistensis,Pontolis_magnus,16.8978,0.798957,0.026765,0.73163,0
20000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.421567,-0.0447616,0.161116,0
20000,Valenictus_chulavistensis,Pontolis_magnus,18.4577,0.587925,0.00911431,0.6515,0
30000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.411204,-0.0515476,0.139694,0
30000,Pusa_caspica,Cystophora_cristata,16.1211,0.267152,0.0118862,0.00791637,0
30000,Arctocephalus_australis,Zalophus_californianus,20.7976,0.485854,-0.126512,0.0215605,0
30000,Valenictus_chulavistensis,Pelagiarctos_sp_SDNHM_131041,13.5079,0.482767,0.00875774,0.620907,0
40000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.638715,-0.0651453,0.181367,0
40000,Pusa_caspica,Phoca_largha,25.829,0.731407,0.0285346,0.0164883,0
40000,Pusa_caspica,Cystophora_cristata,17.9925,0.169239,0.00831973,0.0094815,0
40000,Arctocephalus_australis,Zalophus_californianus,20.267,0.387158,-0.00690559,0.045027,0
40000,Valenictus_chulavistensis,Pontolis_magnus,18.6375,0.803216,0.0213079,0.770512,0
50000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.399152,-0.0459834,0.225242,0
50000,Pusa_caspica,Cystophora_cristata,20.2009,0.150635,0.0467148,0.00772987,0
50000,Arctocephalus_australis,Thalassoleon_mexicanus,11.9363,0.173485,-0.0125392,0.132883,0
50000,Valenictus_chulavistensis,Pontolis_barroni,19.992,0.599486,-0.000735533,0.700536,0
60000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.695437,-0.0805159,0.270466,0
60000,Hydrurga_leptonyx,Pliophoca_etrusca_USNM_171221_et_181419_et_181504_et_187580_et_243697_et_250290_et_254327_et_34734,16.2129,0.264004,-0.0513855,0.14718,0
60000,Pusa_caspica,Cystophora_cristata,18.8357,0.395487,-0.055538,0.00680828,0
60000,Arctocephalus_australis,Zalophus_californianus,20.6432,0.367542,-0.0528964,0.0365015,0
60000,Arctocephalus_australis,Thalassoleon_mexicanus,11.9034,0.172175,0.0075134,0.225263,0
60000,Valenictus_chulavistensis,Pontolis_magnus,17.9867,0.518726,-0.0213443,0.788492,0
70000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.387977,-0.0499104,0.139559,0
70000,Pusa_caspica,Cystophora_cristata,17.3007,0.165886,0.0251227,0.0407362,0
70000,Arctocephalus_australis,Zalophus_californianus,20.0845,0.183409,0.00741392,0.0374808,0
70000,Valenictus_chulavistensis,Pontolis_magnus,18.1579,0.252638,0.0306552,0.442595,0
80000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.434171,-0.0437017,0.159028,0
80000,Pusa_caspica,Cystophora_cristata,18.2072,0.218164,-0.0440197,0.0370348,0
80000,Valenictus_chulavistensis,Pontolis_magnus,19.3021,0.461557,-0.0545341,0.502642,0
90000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.755719,-0.0771573,0.254695,0
90000,Pusa_caspica,Cystophora_cristata,19.057,0.217802,-0.0252464,0.00261995,0
90000,Hydrurga_leptonyx,cf_Miroungini_indet_CD35,7.21098,0.242293,-0.0226273,0.128025,0
90000,Arctocephalus_australis,Zalophus_californianus,20.3999,0.198727,0.082048,0.0568007,0
90000,Valenictus_chulavistensis,Pontolis_magnus,18.8299,0.345552,0.000516628,0.631169,0
100000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.587882,-0.0778234,0.185003,0
100000,Hydrurga_leptonyx,Mirounga_angustirostris,19.2369,0.206215,-0.040066,0.131176,0
100000,Pusa_caspica,Phoca_largha,25.768,0.58753,0.144248,0.0167497,0
100000,Zalophus_californianus,Eumetopias_jubatus,24.5608,0.391169,-0.0472185,0.184938,0
100000,Arctocephalus_australis,Callorhinus_gilmorei,19.1249,0.290254,-0.0293019,0.0597872,0
100000,Valenictus_chulavistensis,Imagotaria_downsi,19.4586,1.13558,0.025553,0.902127,0
110000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.646656,-0.0734434,0.183295,0
110000,Hydrurga_leptonyx,Mirounga_angustirostris,19.3103,0.466917,-0.0472944,0.00168145,0
110000,Pusa_caspica,Erignathus_barbatus,14.1845,0.103044,0.0507007,0.0232619,0
110000,Arctocephalus_australis,Callorhinus_ursinus,19.5775,0.567462,-0.0531624,0.0653993,0
110000,Valenictus_chulavistensis,Pontolis_barroni,19.7207,0.541427,-0.0118224,0.812029,0
120000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.064475,0.0223707,0.311043,0
120000,Hydrurga_leptonyx,Mirounga_angustirostris,19.968,0.162625,0.0353907,0.0165716,0
120000,Hydrurga_leptonyx,Homiphoca_capensis,10.4267,0.132241,0.00734265,0.139327,0
120000,Pusa_caspica,Erignathus_barbatus,14.1526,0.143413,0.0402248,0.00821179,0
120000,Arctocephalus_australis,Thalassoleon_macnallyae,17.3377,0.279583,-0.0874718,0.0950136,0
120000,Valenictus_chulavistensis,Pontolis_barroni,20.3722,1.1541,0.00176708,0.595023,0
120000,Hydrurga_leptonyx,Enaliarctos_tedfordi,1.05086,0.67197,-0.069323,0.260762,0
130000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.301753,-0.00542244,0.57313,0
130000,Hydrurga_leptonyx,Homiphoca_capensis,12.9804,0.286944,-0.0328098,0.18485,0
130000,Pusa_caspica,Cystophora_cristata,19.2747,0.339245,-0.0421843,0.0365989,0
130000,Arctocephalus_australis,Pithanotaria_starri,16.3387,0.307892,-0.0745414,0.100481,0
130000,Valenictus_chulavistensis,Pontolis_magnus,18.3302,0.888513,-0.0325362,0.589641,0
130000,Hydrurga_leptonyx,Enaliarctos_tedfordi,0.442286,0.61336,-0.0842487,0.248154,0
140000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.413161,0.00937804,0.45982,0
140000,Pusa_caspica,Cystophora_cristata,18.2964,0.451561,-0.0520818,0.015734,0
140000,Arctocephalus_australis,Zalophus_californianus,20.4369,0.152174,0.0353016,0.0311553,0
140000,Valenictus_chulavistensis,Pontolis_magnus,18.0835,0.97661,-0.0542317,0.492935,0
140000,Hydrurga_leptonyx,Puijila_darwini,0.00827494,0.591428,-0.0565456,0.211284,0
150000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.435211,-0.0500294,0.202797,0
150000,Pusa_caspica,Cystophora_cristata,18.9737,0.228664,0.0400899,0.0315456,0
150000,Arctocephalus_australis,Thalassoleon_macnallyae,17.3489,0.259301,0.0016389,0.0862552,0
150000,Valenictus_chulavistensis,Pontolis_barroni,20.0002,0.695648,-0.0424085,0.611174,0
160000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.516623,-0.044085,0.170162,0
160000,Valenictus_chulavistensis,Pontolis_magnus,17.3641,1.09339,-0.0277339,0.650223,0
170000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.52142,-0.0538662,0.150597,0
170000,Hydrurga_leptonyx,Mirounga_angustirostris,19.6009,0.0810781,0.0408798,0.0187605,0
170000,Pusa_caspica,Histriophoca_fasciata,21.2276,0.266571,-0.0199559,0.0420687,0
170000,Valenictus_chulavistensis,Pontolis_magnus,18.9435,0.637436,0.0119305,0.62152,0
180000,Hydrurga_leptonyx,Potamotherium_vallentoni,0,0.624572,-0.0655093,0.158967,0
180000,Pusa_caspica,Cystophora_cristata,18.5889,0.561825,-0.0515858,0.00651514,0
